UABC_FIM_ICO_IA_2024-1_P3-1_TESTING
X_IMU,Y_IMU,Y_FR,Z_FR,Clase
0.21144,-0.07313,18.776932,-8.321433,3
0.21049,-0.07259,18.776932,-8.321433,3
0.20982,-0.07203,18.776932,-8.321433,3
0.20901,-0.07199,18.776932,-8.321433,3
0.20716,-0.07265,18.776932,-8.321433,3
0.20454,-0.07395,18.776932,-8.321433,3
0.2003,-0.07571,18.776932,-8.321433,3
0.19468,-0.07784,18.776932,-8.321433,3
0.18819,-0.08035,18.776932,-8.321433,3
0.18172,-0.08267,18.776932,-8.321433,3
0.17678,-0.08432,18.776932,-8.321433,3
0.17233,-0.08542,18.776932,-8.321433,3
0.16902,-0.08629,18.776932,-8.321433,3
0.16661,-0.087,18.776932,-8.321433,3
0.16583,-0.0876,18.776932,-8.321433,3
0.16548,-0.08804,18.776932,-8.321433,3
0.16539,-0.08835,18.776932,-8.321433,3
0.16565,-0.08838,18.776932,-8.321433,3
0.16611,-0.08814,18.776932,-8.321433,3
0.16634,-0.08791,18.776932,-8.321433,3
0.16734,-0.08784,18.776932,-8.321433,3
0.16902,-0.08753,18.776932,-8.321433,3
0.17043,-0.0874,18.776932,-8.321433,3
0.17125,-0.08755,18.776932,-8.321433,3
0.17117,-0.08783,18.776932,-8.321433,3
0.16982,-0.08825,18.776932,-8.321433,3
0.16849,-0.0887,18.776932,-8.321433,3
0.16727,-0.08885,18.776932,-8.321433,3
0.16575,-0.08881,18.776932,-8.321433,3
0.16428,-0.08896,18.776932,-8.321433,3
0.16335,-0.08898,15.74112,-8.2667265,3
0.12213,-0.20938,-16.677021,15.031886,4
0.12272,-0.20904,-16.677021,15.031886,4
0.12324,-0.20846,-16.677021,15.031886,4
0.1232,-0.20775,-16.677021,15.031886,4
0.12242,-0.20706,-16.677021,15.031886,4
0.12087,-0.20656,-16.677021,15.031886,4
0.11869,-0.20636,-16.677021,15.031886,4
0.11605,-0.20632,-16.677021,15.031886,4
0.11338,-0.20637,-16.677021,15.031886,4
0.11152,-0.20687,-16.677021,15.031886,4
0.11046,-0.20692,-16.677021,15.031886,4
0.10993,-0.20634,-16.677021,15.031886,4
0.1097,-0.2052,-14.856239,15.85125,4
0.10986,-0.20391,-14.856239,15.85125,4
0.11019,-0.20327,-14.856239,15.85125,4
0.11052,-0.20315,-14.856239,15.85125,4
0.11068,-0.20325,-14.856239,15.85125,4
0.1111,-0.20333,-14.856239,15.85125,4
0.11165,-0.2034,-14.856239,15.85125,4
0.11186,-0.20322,-14.856239,15.85125,4
0.11171,-0.20272,-14.856239,15.85125,4
0.11141,-0.20204,-14.856239,15.85125,4
0.11072,-0.20132,-14.856239,15.85125,4
0.10958,-0.20045,-14.856239,15.85125,4
0.10855,-0.19948,-14.856239,15.85125,4
0.10768,-0.19868,-14.856239,15.85125,4
0.10704,-0.19828,-14.856239,15.85125,4
0.10658,-0.19834,-14.856239,15.85125,4
0.10602,-0.19845,-14.133882,10.735386,4
0.10547,-0.19842,-14.133882,10.735386,4
0.10523,-0.19834,-14.133882,10.735386,4
0.10493,-0.19834,-14.133882,10.735386,4
0.10492,-0.19831,-14.133882,10.735386,4
0.1051,-0.19831,-14.133882,10.735386,4
0.10536,-0.19813,-14.133882,10.735386,4
0.10515,-0.19777,-14.133882,10.735386,4
0.10428,-0.19762,-14.133882,10.735386,4
0.10334,-0.19776,-14.133882,10.735386,4
0.10194,-0.19788,-14.133882,10.735386,4
0.1009,-0.1981,-14.133882,10.735386,4
0.1001,-0.19836,-14.133882,10.735386,4
0.09908,-0.19854,-14.133882,10.735386,4
0.09858,-0.1987,-14.133882,10.735386,4
0.09759,-0.19872,-11.780278,8.277815,4
0.09649,-0.19873,-11.780278,8.277815,4
0.0961,-0.1984,-11.780278,8.277815,4
0.09639,-0.19786,-11.780278,8.277815,4
0.09765,-0.19736,-11.780278,8.277815,4
0.09824,-0.19735,-11.780278,8.277815,4
0.09781,-0.19748,-11.780278,8.277815,4
0.09689,-0.19745,-11.780278,8.277815,4
0.09621,-0.19729,-11.780278,8.277815,4
